Sensors & Software Inc - Pavement Density Profiler,
Line Name,Line1
Date,"18/06/2020, 16:05:56"
Application Version,V1 R3 921
Unit Serial Number,E001-0000-0003
Height (cm),50
Maximum Density (g/cm^3),2.38
A,1.08
B,-0.211
C,0.0063
Collection Mode,Profile
Trigger Mode,Free
Free Run Interval (s),0.10000000000000001
Step Size (m),
Odometer Calibration,
Line Description,test1

































Trace Number,Position (m),Reflection Coefficient,K_r,Bulk Density (g/cm^3),Relative Density (%),Air Void Content (%),Time of Day (seconds after midnight),Status,Flag,Latitude (deg),Longitude (deg),Elevation (m),Easting,Northing,UTM Zone
599,,-0.132238,1.606395,0.577607,24.27,75.73,58018.414867,0,0,,,,,,
600,,-0.132809,1.609815,0.579160,24.33,75.67,58018.429123000002,0,0,,,,,,
601,,-0.125965,1.569366,0.560776,23.56,76.44,58018.441920999998,0,0,,,,,,
602,,-0.103255,1.443374,0.503196,21.14,78.86,58018.716275999999,0,0,,,,,,
603,,-0.100815,1.430555,0.497311,20.90,79.10,58018.728945000003,0,0,,,,,,
604,,-0.095659,1.403891,0.485054,20.38,79.62,58018.742566000001,0,0,,,,,,
605,,-0.102289,1.438286,0.500861,21.04,78.96,58019.018502999999,0,0,,,,,,
606,,-0.105360,1.454547,0.508322,21.36,78.64,58019.031039000001,0,0,,,,,,
607,,-0.111402,1.487172,0.523266,21.99,78.01,58019.043705999997,0,0,,,,,,
608,,-0.134694,1.621166,0.584310,24.55,75.45,58019.321079000001,0,0,,,,,,
609,,-0.142050,1.666376,0.604785,25.41,74.59,58019.333803000001,0,0,,,,,,
610,,-0.146263,1.692925,0.616780,25.92,74.08,58019.346261999999,0,0,,,,,,
611,,-0.051524,1.197769,0.389585,16.37,83.63,58019.629615999998,0,0,,,,,,
612,,-0.052687,1.202729,0.391897,16.47,83.53,58019.642266000003,0,0,,,,,,
613,,-0.140301,1.655493,0.599862,25.20,74.80,58019.655169999998,0,0,,,,,,
614,,-0.134799,1.621801,0.584598,24.56,75.44,58019.927129000003,0,0,,,,,,
615,,-0.136092,1.629647,0.588156,24.71,75.29,58019.939791999997,0,0,,,,,,
616,,-0.127847,1.580368,0.565781,23.77,76.23,58019.954961000003,0,0,,,,,,
617,,-0.108162,1.469574,0.515209,21.65,78.35,58020.231176000001,0,0,,,,,,
618,,-0.105540,1.455510,0.508763,21.38,78.62,58020.244016999997,0,0,,,,,,
619,,-0.098064,1.416252,0.490739,20.62,79.38,58020.256887000003,0,0,,,,,,
620,,-0.098704,1.419566,0.492262,20.68,79.32,58020.538875999999,0,0,,,,,,
621,,-0.103296,1.443591,0.503296,21.15,78.85,58020.551572999997,0,0,,,,,,
622,,-0.101907,1.436277,0.499938,21.01,78.99,58020.564494999999,0,0,,,,,,
623,,-0.105947,1.457681,0.509759,21.42,78.58,58020.848461000001,0,0,,,,,,
624,,-0.112501,1.493195,0.526022,22.10,77.90,58020.861222,0,0,,,,,,
625,,-0.137965,1.641091,0.593342,24.93,75.07,58020.877459000003,0,0,,,,,,
626,,-0.141917,1.665542,0.604408,25.40,74.60,58021.055010999997,0,0,,,,,,
627,,-0.138807,1.646263,0.595684,25.03,74.97,58021.067857000002,0,0,,,,,,
628,,-0.145953,1.690952,0.615889,25.88,74.12,58021.080477000003,0,0,,,,,,
629,,-0.145032,1.685115,0.613254,25.77,74.23,58021.344507000002,0,0,,,,,,
630,,-0.049052,1.187303,0.384703,16.16,83.84,58021.367077000003,0,0,,,,,,
631,,-0.053319,1.205437,0.393159,16.52,83.48,58021.381352999997,0,0,,,,,,
632,,-0.053052,1.204293,0.392626,16.50,83.50,58021.646653000003,0,0,,,,,,
633,,-0.143051,1.672636,0.607615,25.53,74.47,58021.668418000001,0,0,,,,,,
634,,-0.056249,1.218070,0.399044,16.77,83.23,58021.680721999997,0,0,,,,,,
635,,-0.138534,1.644584,0.594924,25.00,75.00,58021.950029,0,0,,,,,,
636,,-0.137668,1.639269,0.592516,24.90,75.10,58021.972817000002,0,0,,,,,,
637,,-0.134397,1.619374,0.583498,24.52,75.48,58021.985930000003,0,0,,,,,,
638,,-0.134724,1.621347,0.584392,24.55,75.45,58022.260347000003,0,0,,,,,,
639,,-0.128406,1.583654,0.567275,23.84,76.16,58022.285829,0,0,,,,,,
640,,-0.128641,1.585042,0.567906,23.86,76.14,58022.298426000001,0,0,,,,,,
641,,-0.108355,1.470614,0.515685,21.67,78.33,58022.562349,0,0,,,,,,
642,,-0.100640,1.429638,0.496890,20.88,79.12,58022.575378000001,0,0,,,,,,
643,,-0.095473,1.402938,0.484615,20.36,79.64,58022.599366000002,0,0,,,,,,
644,,-0.094051,1.395690,0.481280,20.22,79.78,58022.864115999997,0,0,,,,,,
645,,-0.095013,1.400589,0.483535,20.32,79.68,58022.876879000003,0,0,,,,,,
646,,-0.099505,1.423723,0.494173,20.76,79.24,58022.906324000003,0,0,,,,,,
647,,-0.100858,1.430776,0.497412,20.90,79.10,58023.166184000002,0,0,,,,,,
648,,-0.103738,1.445930,0.504369,21.19,78.81,58023.179377,0,0,,,,,,
649,,-0.107235,1.464581,0.512921,21.55,78.45,58023.202813999997,0,0,,,,,,
650,,-0.111748,1.489066,0.524133,22.02,77.98,58023.471010000001,0,0,,,,,,
651,,-0.113868,1.500733,0.529469,22.25,77.75,58023.484149000004,0,0,,,,,,
652,,-0.137373,1.637462,0.591697,24.86,75.14,58023.497801999998,0,0,,,,,,
653,,-0.142403,1.668577,0.605781,25.45,74.55,58023.771997000003,0,0,,,,,,
654,,-0.137736,1.639688,0.592706,24.90,75.10,58023.785426000002,0,0,,,,,,
655,,-0.143250,1.673884,0.608180,25.55,74.45,58023.799109,0,0,,,,,,
656,,-0.145525,1.688238,0.614664,25.83,74.17,58024.0749,0,0,,,,,,
657,,-0.048597,1.185389,0.383810,16.13,83.87,58024.087401999997,0,0,,,,,,
658,,-0.050699,1.194263,0.387950,16.30,83.70,58024.099807999999,0,0,,,,,,
659,,-0.051721,1.198605,0.389974,16.39,83.61,58024.378405000003,0,0,,,,,,
660,,-0.050843,1.194873,0.388234,16.31,83.69,58024.391281999997,0,0,,,,,,
661,,-0.056240,1.218033,0.399027,16.77,83.23,58024.404356999999,0,0,,,,,,
662,,-0.053532,1.206348,0.393583,16.54,83.46,58024.694786,0,0,,,,,,
663,,-0.135489,1.625985,0.586495,24.64,75.36,58024.707410000003,0,0,,,,,,
664,,-0.134133,1.617779,0.582774,24.49,75.51,58024.719985000003,0,0,,,,,,
665,,-0.044669,1.169004,0.376160,15.81,84.19,58024.996381999998,0,0,,,,,,
666,,-0.129795,1.591855,0.571003,23.99,76.01,58025.012499999997,0,0,,,,,,
667,,-0.128445,1.583883,0.567379,23.84,76.16,58025.025866999997,0,0,,,,,,
668,,-0.104373,1.449296,0.505913,21.26,78.74,58025.299334000003,0,0,,,,,,
669,,-0.096938,1.410448,0.488070,20.51,79.49,58025.312020999998,0,0,,,,,,
670,,-0.095290,1.402000,0.484184,20.34,79.66,58025.324961999999,0,0,,,,,,
671,,-0.096354,1.407448,0.486691,20.45,79.55,58025.601016000001,0,0,,,,,,
672,,-0.101174,1.432434,0.498174,20.93,79.07,58025.614812,0,0,,,,,,
673,,-0.103113,1.442629,0.502854,21.13,78.87,58025.627504999997,0,0,,,,,,
674,,-0.106809,1.462297,0.511875,21.51,78.49,58025.914164000002,0,0,,,,,,
675,,-0.110146,1.480319,0.520130,21.85,78.15,58025.926904,0,0,,,,,,
676,,-0.133971,1.616803,0.582331,24.47,75.53,58025.940116999998,0,0,,,,,,
677,,-0.138106,1.641956,0.593733,24.95,75.05,58026.110049000003,0,0,,,,,,
678,,-0.140706,1.658003,0.600998,25.25,74.75,58026.140867000002,0,0,,,,,,
679,,-0.143882,1.677858,0.609975,25.63,74.37,58026.153995000001,0,0,,,,,,
680,,-0.142937,1.671924,0.607294,25.52,74.48,58026.411627000001,0,0,,,,,,
681,,-0.047566,1.181063,0.381791,16.04,83.96,58026.424269000003,0,0,,,,,,
682,,-0.139232,1.648882,0.596870,25.08,74.92,58026.438666000002,0,0,,,,,,
683,,-0.136440,1.631767,0.589117,24.75,75.25,58026.715537999997,0,0,,,,,,
684,,-0.134275,1.618634,0.583162,24.50,75.50,58026.728186,0,0,,,,,,
685,,-0.128566,1.584598,0.567704,23.85,76.15,58026.740917000003,0,0,,,,,,
686,,-0.126483,1.572389,0.562151,23.62,76.38,58027.020346999998,0,0,,,,,,
687,,-0.108646,1.472186,0.516406,21.70,78.30,58027.033007999999,0,0,,,,,,
688,,-0.101307,1.433127,0.498492,20.95,79.05,58027.045668999999,0,0,,,,,,
689,,-0.098466,1.418331,0.491695,20.66,79.34,58027.326350000003,0,0,,,,,,
690,,-0.096122,1.406259,0.486144,20.43,79.57,58027.349131000003,0,0,,,,,,
691,,-0.097759,1.414678,0.490015,20.59,79.41,58027.361852000002,0,0,,,,,,
692,,-0.101553,1.434419,0.499085,20.97,79.03,58027.630068999999,0,0,,,,,,
693,,-0.106172,1.458881,0.510309,21.44,78.56,58027.654422,0,0,,,,,,
694,,-0.107482,1.465910,0.513530,21.58,78.42,58027.668121000002,0,0,,,,,,
695,,-0.111036,1.485170,0.522350,21.95,78.05,58027.932833999999,0,0,,,,,,
696,,-0.137323,1.637160,0.591561,24.86,75.14,58027.946148000003,0,0,,,,,,
697,,-0.136594,1.632703,0.589541,24.77,75.23,58027.968427,0,0,,,,,,
698,,-0.142609,1.669867,0.606364,25.48,74.52,58028.236388999998,0,0,,,,,,
699,,-0.141492,1.662891,0.603209,25.34,74.66,58028.249139,0,0,,,,,,
700,,-0.138383,1.643656,0.594504,24.98,75.02,58028.271630000003,0,0,,,,,,
701,,-0.145194,1.686142,0.613718,25.79,74.21,58028.546395999998,0,0,,,,,,
702,,-0.141162,1.660837,0.602280,25.31,74.69,58028.560191999997,0,0,,,,,,
703,,-0.141734,1.664403,0.603893,25.37,74.63,58028.582203999998,0,0,,,,,,
704,,-0.132719,1.609274,0.578914,24.32,75.68,58028.854950000001,0,0,,,,,,
705,,-0.134077,1.617444,0.582622,24.48,75.52,58028.879056999998,0,0,,,,,,
706,,-0.128995,1.587128,0.568854,23.90,76.10,58028.892047000001,0,0,,,,,,
707,,-0.127955,1.581002,0.566069,23.78,76.22,58029.155959000003,0,0,,,,,,
708,,-0.127441,1.577988,0.564698,23.73,76.27,58029.169391000003,0,0,,,,,,
709,,-0.104651,1.450774,0.506591,21.29,78.71,58029.195225000003,0,0,,,,,,
710,,-0.096392,1.407646,0.486781,20.45,79.55,58029.457608999997,0,0,,,,,,
711,,-0.099395,1.423152,0.493910,20.75,79.25,58029.470386000001,0,0,,,,,,
712,,-0.101074,1.431907,0.497932,20.92,79.08,58029.492637000003,0,0,,,,,,
713,,-0.103705,1.445754,0.504288,21.19,78.81,58029.759479,0,0,,,,,,
714,,-0.106510,1.460694,0.511140,21.48,78.52,58029.772260999998,0,0,,,,,,
715,,-0.112274,1.491948,0.525451,22.08,77.92,58029.786375999996,0,0,,,,,,
716,,-0.136760,1.633720,0.590002,24.79,75.21,58030.067970999997,0,0,,,,,,
717,,-0.136532,1.632324,0.589369,24.76,75.24,58030.081036000003,0,0,,,,,,
718,,-0.143360,1.674575,0.608492,25.57,74.43,58030.104728999999,0,0,,,,,,
719,,-0.143941,1.678233,0.610145,25.64,74.36,58030.369085999999,0,0,,,,,,
720,,-0.148588,1.707788,0.623486,26.20,73.80,58030.382300999998,0,0,,,,,,
721,,-0.048461,1.184814,0.383542,16.12,83.88,58030.399775999998,0,0,,,,,,
722,,-0.051920,1.199457,0.390371,16.40,83.60,58030.672553999997,0,0,,,,,,
723,,-0.051644,1.198280,0.389823,16.38,83.62,58030.685333000001,0,0,,,,,,
724,,-0.050695,1.194248,0.387942,16.30,83.70,58030.698101000002,0,0,,,,,,
725,,-0.134867,1.622217,0.584787,24.57,75.43,58030.873959999997,0,0,,,,,,
726,,-0.134215,1.618273,0.582998,24.50,75.50,58030.886755,0,0,,,,,,
727,,-0.131864,1.604159,0.576592,24.23,75.77,58030.899409999998,0,0,,,,,,
728,,-0.105451,1.455034,0.508545,21.37,78.63,58031.292970000002,0,0,,,,,,
729,,-0.098520,1.418612,0.491824,20.66,79.34,58031.306576000003,0,0,,,,,,
730,,-0.095827,1.404750,0.485449,20.40,79.60,58031.501557000003,0,0,,,,,,
731,,-0.098417,1.418077,0.491578,20.65,79.35,58031.514426000002,0,0,,,,,,
732,,-0.103108,1.442599,0.502841,21.13,78.87,58031.527203999998,0,0,,,,,,
733,,-0.109735,1.478086,0.519107,21.81,78.19,58031.816602999999,0,0,,,,,,
734,,-0.114282,1.503024,0.530516,22.29,77.71,58031.830863000003,0,0,,,,,,
735,,-0.138503,1.644396,0.594838,24.99,75.01,58031.843856,0,0,,,,,,
736,,-0.139113,1.648152,0.596539,25.06,74.94,58032.125477000001,0,0,,,,,,
737,,-0.140198,1.654856,0.599574,25.19,74.81,58032.138252999997,0,0,,,,,,
738,,-0.144980,1.684788,0.613106,25.76,74.24,58032.152537000002,0,0,,,,,,
739,,-0.146019,1.691372,0.616079,25.89,74.11,58032.427958,0,0,,,,,,
740,,-0.046969,1.178563,0.380624,15.99,84.01,58032.440544999998,0,0,,,,,,
741,,-0.048720,1.185906,0.384051,16.14,83.86,58032.452802,0,0,,,,,,
742,,-0.047349,1.180154,0.381366,16.02,83.98,58032.730240999997,0,0,,,,,,
743,,-0.136408,1.631570,0.589028,24.75,75.25,58032.7428,0,0,,,,,,
744,,-0.129636,1.590911,0.570574,23.97,76.03,58032.755676000001,0,0,,,,,,
745,,-0.128569,1.584613,0.567711,23.85,76.15,58033.031113999998,0,0,,,,,,
746,,-0.127863,1.580466,0.565825,23.77,76.23,58033.055315999998,0,0,,,,,,
747,,-0.100832,1.430641,0.497351,20.90,79.10,58033.068109,0,0,,,,,,
748,,-0.095764,1.404427,0.485301,20.39,79.61,58033.332843999997,0,0,,,,,,
749,,-0.103159,1.442871,0.502965,21.13,78.87,58033.34592,0,0,,,,,,
750,,-0.102827,1.441118,0.502161,21.10,78.90,58033.369231999997,0,0,,,,,,
751,,-0.109071,1.474485,0.517458,21.74,78.26,58033.636102999997,0,0,,,,,,
752,,-0.117014,1.518237,0.537467,22.58,77.42,58033.648785999998,0,0,,,,,,
753,,-0.139948,1.653305,0.598872,25.16,74.84,58033.671216000002,0,0,,,,,,
754,,-0.140165,1.654651,0.599481,25.19,74.81,58033.938731000002,0,0,,,,,,
755,,-0.141642,1.663828,0.603633,25.36,74.64,58033.951348000002,0,0,,,,,,
756,,-0.141410,1.662382,0.602979,25.34,74.66,58033.980965000002,0,0,,,,,,
757,,-0.144556,1.682105,0.611895,25.71,74.29,58034.252304000001,0,0,,,,,,
758,,-0.143547,1.675752,0.609024,25.59,74.41,58034.265632000002,0,0,,,,,,
759,,-0.137849,1.640380,0.593019,24.92,75.08,58034.287420000001,0,0,,,,,,
760,,-0.135740,1.627507,0.587186,24.67,75.33,58034.461356,0,0,,,,,,
761,,-0.135911,1.628547,0.587657,24.69,75.31,58034.488420000001,0,0,,,,,,
762,,-0.132132,1.605763,0.577320,24.26,75.74,58034.501066999997,0,0,,,,,,
763,,-0.130746,1.597497,0.573566,24.10,75.90,58034.763513999998,0,0,,,,,,
764,,-0.127830,1.580268,0.565735,23.77,76.23,58034.776313000002,0,0,,,,,,
765,,-0.127131,1.576172,0.563872,23.69,76.31,58034.789391999999,0,0,,,,,,
766,,-0.105417,1.454850,0.508460,21.36,78.64,58035.066079999997,0,0,,,,,,
767,,-0.104292,1.448865,0.505715,21.25,78.75,58035.078810999999,0,0,,,,,,
768,,-0.098715,1.419622,0.492288,20.68,79.32,58035.091328000002,0,0,,,,,,
769,,-0.097922,1.415519,0.490402,20.61,79.39,58035.370109000003,0,0,,,,,,
770,,-0.095972,1.405493,0.485791,20.41,79.59,58035.382842999999,0,0,,,,,,
771,,-0.097385,1.412748,0.489128,20.55,79.45,58035.395735999999,0,0,,,,,,
772,,-0.099778,1.425145,0.494826,20.79,79.21,58035.678766999998,0,0,,,,,,
773,,-0.100122,1.426937,0.495649,20.83,79.17,58035.693202000002,0,0,,,,,,
774,,-0.101956,1.436533,0.500056,21.01,78.99,58035.706086999999,0,0,,,,,,
775,,-0.105959,1.457745,0.509788,21.42,78.58,58035.979565000001,0,0,,,,,,
776,,-0.110170,1.480449,0.520189,21.86,78.14,58035.992521,0,0,,,,,,
777,,-0.110069,1.479899,0.519937,21.85,78.15,58036.006298,0,0,,,,,,
778,,-0.116738,1.516694,0.536762,22.55,77.45,58036.282459000002,0,0,,,,,,
779,,-0.114741,1.505566,0.531678,22.34,77.66,58036.295674000001,0,0,,,,,,
780,,-0.135649,1.626952,0.586934,24.66,75.34,58036.308222,0,0,,,,,,
781,,-0.136804,1.633988,0.590123,24.80,75.20,58036.584434999997,0,0,,,,,,
782,,-0.139644,1.651430,0.598023,25.13,74.87,58036.597288999998,0,0,,,,,,
783,,-0.138725,1.645761,0.595456,25.02,74.98,58036.609927999998,0,0,,,,,,
784,,-0.145174,1.686014,0.613660,25.78,74.22,58036.887812000001,0,0,,,,,,
785,,-0.143155,1.673288,0.607910,25.54,74.46,58036.902098999999,0,0,,,,,,
786,,-0.143958,1.678338,0.610193,25.64,74.36,58036.914927999998,0,0,,,,,,
787,,-0.142498,1.669171,0.606049,25.46,74.54,58037.190919000001,0,0,,,,,,
788,,-0.051361,1.197076,0.389261,16.36,83.64,58037.203618,0,0,,,,,,
789,,-0.050449,1.193203,0.387455,16.28,83.72,58037.217806000001,0,0,,,,,,
790,,-0.050682,1.194191,0.387916,16.30,83.70,58037.491866999997,0,0,,,,,,
791,,-0.052915,1.203705,0.392352,16.49,83.51,58037.504612999997,0,0,,,,,,
792,,-0.050759,1.194517,0.388068,16.31,83.69,58037.516986000002,0,0,,,,,,
793,,-0.136552,1.632450,0.589426,24.77,75.23,58037.796646000003,0,0,,,,,,
794,,-0.134634,1.620802,0.584145,24.54,75.46,58037.809304000002,0,0,,,,,,
795,,-0.041826,1.157309,0.370695,15.58,84.42,58037.821640000002,0,0,,,,,,
796,,-0.128701,1.585394,0.568066,23.87,76.13,58038.104369000001,0,0,,,,,,
797,,-0.109803,1.478457,0.519277,21.82,78.18,58038.117676000002,0,0,,,,,,
798,,-0.103613,1.445269,0.504066,21.18,78.82,58038.130613000001,0,0,,,,,,
799,,-0.100976,1.431394,0.497696,20.91,79.09,58038.415317999999,0,0,,,,,,
800,,-0.100219,1.427441,0.495881,20.84,79.16,58038.429980000001,0,0,,,,,,
801,,-0.097411,1.412882,0.489189,20.55,79.45,58038.443093000002,0,0,,,,,,
802,,-0.105503,1.455312,0.508672,21.37,78.63,58038.717436999999,0,0,,,,,,
803,,-0.102285,1.438263,0.500851,21.04,78.96,58038.730471000003,0,0,,,,,,
804,,-0.105878,1.457313,0.509590,21.41,78.59,58038.743805999999,0,0,,,,,,
805,,-0.108732,1.472652,0.516619,21.71,78.29,58039.020146000003,0,0,,,,,,
806,,-0.111720,1.488910,0.524061,22.02,77.98,58039.032730999999,0,0,,,,,,
807,,-0.117596,1.521501,0.538957,22.65,77.35,58039.046184999999,0,0,,,,,,
808,,-0.134813,1.621886,0.584637,24.56,75.44,58039.330325000003,0,0,,,,,,
809,,-0.137049,1.635485,0.590802,24.82,75.18,58039.343644,0,0,,,,,,
810,,-0.137017,1.635287,0.590712,24.82,75.18,58039.357028999999,0,0,,,,,,
811,,-0.136820,1.634085,0.590167,24.80,75.20,58039.52317,0,0,,,,,,
812,,-0.138774,1.646062,0.595593,25.02,74.98,58039.547035000003,0,0,,,,,,
813,,-0.143633,1.676289,0.609267,25.60,74.40,58039.560100000002,0,0,,,,,,
814,,-0.140780,1.658465,0.601207,25.26,74.74,58039.825504,0,0,,,,,,
815,,-0.142803,1.671083,0.606913,25.50,74.50,58039.838236000003,0,0,,,,,,
816,,-0.147905,1.703408,0.621511,26.11,73.89,58039.852196,0,0,,,,,,
817,,-0.144767,1.683439,0.612497,25.74,74.26,58040.128556999996,0,0,,,,,,
818,,-0.050909,1.195153,0.388365,16.32,83.68,58040.141178999998,0,0,,,,,,
819,,-0.054347,1.209850,0.395215,16.61,83.39,58040.164558999997,0,0,,,,,,
820,,-0.054068,1.208652,0.394657,16.58,83.42,58040.430109000001,0,0,,,,,,
821,,-0.056223,1.217960,0.398993,16.76,83.24,58040.442645000003,0,0,,,,,,
822,,-0.056178,1.217764,0.398901,16.76,83.24,58040.455226999999,0,0,,,,,,
823,,-0.058547,1.228092,0.403709,16.96,83.04,58040.735062,0,0,,,,,,
824,,-0.056302,1.218300,0.399151,16.77,83.23,58040.748233999999,0,0,,,,,,
825,,-0.057640,1.224127,0.401864,16.89,83.11,58040.760886999997,0,0,,,,,,
826,,-0.054780,1.211719,0.396086,16.64,83.36,58041.035430000004,0,0,,,,,,
827,,-0.053896,1.207911,0.394312,16.57,83.43,58041.048717999998,0,0,,,,,,
828,,-0.051829,1.199068,0.390190,16.39,83.61,58041.063927000003,0,0,,,,,,
829,,-0.136172,1.630137,0.588378,24.72,75.28,58041.337475,0,0,,,,,,
830,,-0.134134,1.617782,0.582775,24.49,75.51,58041.350166999997,0,0,,,,,,
831,,-0.134379,1.619265,0.583448,24.51,75.49,58041.362782999997,0,0,,,,,,
832,,-0.132201,1.606171,0.577506,24.26,75.74,58041.672211999998,0,0,,,,,,
833,,-0.130995,1.598974,0.574237,24.13,75.87,58041.685247000001,0,0,,,,,,
834,,-0.125647,1.567519,0.559935,23.53,76.47,58041.718509999999,0,0,,,,,,
835,,-0.106551,1.460909,0.511238,21.48,78.52,58041.944973999998,0,0,,,,,,
836,,-0.099617,1.424307,0.494441,20.77,79.23,58041.960604,0,0,,,,,,
837,,-0.095204,1.401564,0.483983,20.34,79.66,58041.973448999997,0,0,,,,,,
838,,-0.097128,1.411424,0.488519,20.53,79.47,58042.245872,0,0,,,,,,
839,,-0.094994,1.400491,0.483490,20.31,79.69,58042.259592000002,0,0,,,,,,
840,,-0.101317,1.433181,0.498517,20.95,79.05,58042.273856,0,0,,,,,,
841,,-0.105192,1.453652,0.507911,21.34,78.66,58042.548175999997,0,0,,,,,,
842,,-0.109531,1.476978,0.518600,21.79,78.21,58042.562107999998,0,0,,,,,,
843,,-0.119176,1.530409,0.543022,22.82,77.18,58042.574746999999,0,0,,,,,,
844,,-0.141118,1.660565,0.602157,25.30,74.70,58042.850499,0,0,,,,,,
845,,-0.144570,1.682197,0.611936,25.71,74.29,58042.862814,0,0,,,,,,
846,,-0.050911,1.195162,0.388369,16.32,83.68,58042.875568000003,0,0,,,,,,
847,,-0.052973,1.203952,0.392467,16.49,83.51,58043.168266000001,0,0,,,,,,
848,,-0.138068,1.641723,0.593628,24.94,75.06,58043.181100000002,0,0,,,,,,
849,,-0.131340,1.601033,0.575173,24.17,75.83,58043.194028999998,0,0,,,,,,
850,,-0.107129,1.464013,0.512661,21.54,78.46,58043.455913999998,0,0,,,,,,
851,,-0.098652,1.419294,0.492137,20.68,79.32,58043.472102,0,0,,,,,,
852,,-0.096794,1.409709,0.487731,20.49,79.51,58043.498096000003,0,0,,,,,,
853,,-0.096796,1.409718,0.487735,20.49,79.51,58043.758527999998,0,0,,,,,,
854,,-0.099035,1.421280,0.493050,20.72,79.28,58043.77403,0,0,,,,,,
855,,-0.105266,1.454049,0.508093,21.35,78.65,58043.786977000003,0,0,,,,,,
856,,-0.105824,1.457023,0.509457,21.41,78.59,58044.061220000003,0,0,,,,,,
857,,-0.111863,1.489694,0.524420,22.03,77.97,58044.074057999998,0,0,,,,,,
858,,-0.137550,1.638547,0.592189,24.88,75.12,58044.089774,0,0,,,,,,
859,,-0.138848,1.646517,0.595799,25.03,74.97,58044.366967000002,0,0,,,,,,
860,,-0.142177,1.667165,0.605142,25.43,74.57,58044.379876999999,0,0,,,,,,
861,,-0.147487,1.700731,0.620303,26.06,73.94,58044.395041000003,0,0,,,,,,
862,,-0.054165,1.209068,0.394851,16.59,83.41,58044.678720999997,0,0,,,,,,
863,,-0.140167,1.654663,0.599487,25.19,74.81,58044.695872999997,0,0,,,,,,
864,,-0.127742,1.579752,0.565501,23.76,76.24,58044.709446000001,0,0,,,,,,
865,,-0.097914,1.415478,0.490383,20.60,79.40,58044.879266999997,0,0,,,,,,
866,,-0.095800,1.404608,0.485384,20.39,79.61,58044.892714000001,0,0,,,,,,
867,,-0.096072,1.406002,0.486025,20.42,79.58,58044.911096999997,0,0,,,,,,
868,,-0.100835,1.430657,0.497358,20.90,79.10,58045.181664000003,0,0,,,,,,
869,,-0.102786,1.440903,0.502062,21.10,78.90,58045.195089000001,0,0,,,,,,
870,,-0.105950,1.457696,0.509766,21.42,78.58,58045.208521,0,0,,,,,,
871,,-0.112958,1.495711,0.527172,22.15,77.85,58045.484390999998,0,0,,,,,,
872,,-0.113886,1.500832,0.529514,22.25,77.75,58045.497770000002,0,0,,,,,,
873,,-0.139379,1.649792,0.597282,25.10,74.90,58045.511358999996,0,0,,,,,,
874,,-0.140694,1.657932,0.600966,25.25,74.75,58045.800156999998,0,0,,,,,,
875,,-0.052073,1.200109,0.390676,16.41,83.59,58045.812943999998,0,0,,,,,,
876,,-0.050855,1.194924,0.388258,16.31,83.69,58046.102548000003,0,0,,,,,,
877,,-0.138144,1.642187,0.593838,24.95,75.05,58046.122764,0,0,,,,,,
878,,-0.130348,1.595134,0.572493,24.05,75.95,58046.138779000001,0,0,,,,,,
879,,-0.109402,1.476277,0.518279,21.78,78.22,58046.404643000002,0,0,,,,,,
880,,-0.099118,1.421710,0.493248,20.72,79.28,58046.417797000002,0,0,,,,,,
881,,-0.095412,1.402625,0.484472,20.36,79.64,58046.430909000002,0,0,,,,,,
882,,-0.096391,1.407637,0.486777,20.45,79.55,58046.707004000004,0,0,,,,,,
883,,-0.099616,1.424299,0.494437,20.77,79.23,58046.720049000003,0,0,,,,,,
884,,-0.105531,1.455457,0.508739,21.38,78.62,58046.733732000001,0,0,,,,,,
885,,-0.111015,1.485055,0.522297,21.95,78.05,58047.015793999999,0,0,,,,,,
886,,-0.136059,1.629448,0.588066,24.71,75.29,58047.028840999999,0,0,,,,,,
887,,-0.139296,1.649278,0.597049,25.09,74.91,58047.042232,0,0,,,,,,
888,,-0.138587,1.644908,0.595070,25.00,75.00,58047.315653999998,0,0,,,,,,
889,,-0.143730,1.676904,0.609544,25.61,74.39,58047.341961999999,0,0,,,,,,
890,,-0.049367,1.188630,0.385322,16.19,83.81,58047.357945000003,0,0,,,,,,
891,,-0.139794,1.652352,0.598440,25.14,74.86,58047.673367000003,0,0,,,,,,
892,,-0.133117,1.611662,0.579998,24.37,75.63,58047.680183999997,0,0,,,,,,
893,,-0.107910,1.468216,0.514587,21.62,78.38,58047.687166000003,0,0,,,,,,
894,,-0.094136,1.396123,0.481479,20.23,79.77,58047.920264,0,0,,,,,,
895,,-0.098606,1.419059,0.492029,20.67,79.33,58047.932894999998,0,0,,,,,,
896,,-0.103127,1.442701,0.502887,21.13,78.87,58047.94541,0,0,,,,,,
897,,-0.104258,1.448686,0.505633,21.25,78.75,58048.222877,0,0,,,,,,
898,,-0.112179,1.491431,0.525215,22.07,77.93,58048.235968000001,0,0,,,,,,
899,,-0.133881,1.616263,0.582086,24.46,75.54,58048.248384999999,0,0,,,,,,
900,,-0.139914,1.653099,0.598779,25.16,74.84,58048.533762999999,0,0,,,,,,
901,,-0.141523,1.663083,0.603296,25.35,74.65,58048.546561000003,0,0,,,,,,
902,,-0.142509,1.669240,0.606080,25.47,74.53,58048.559447,0,0,,,,,,
903,,-0.148938,1.710039,0.624501,26.24,73.76,58048.834175000004,0,0,,,,,,
904,,-0.145044,1.685189,0.613287,25.77,74.23,58048.847312999998,0,0,,,,,,
